"Timestamp","Să începem cu lucruri ușoare! Scrie numele a 25 de FRUCTE în limba română. Te rugăm să le scrii pe toate într-o singură linie și să separi fiecare fruct cu o virgulă.","Acum să vorbim despre arme! Scrie numele a 25 de ARME în limba română. Te rugăm să le scrii pe toate într-o singură linie și să separi fiecare nume de armă cu o virgulă.","Timpul pentru flori! Scrie numele a 25 de FLORI în limba română. Te rugăm să le scrii pe toate într-o singură linie și să separi fiecare floare cu o virgulă.","Ce zici de muzică? Scrie numele a 25 de INSTRUMENTE MUZICALE în limba română. Te rugăm să le scrii pe toate într-o singură linie și să separi fiecare instrument cu o virgulă.","Ajungem aproape de final. Insecte! Scrie numele a 25 de INSECTE în limba română. Te rugăm să le scrii pe toate într-o singură linie și să separi fiecare insectă cu o virgulă.","Înainte de a termina, ceva puțin diferit. Te rugăm să scrii 25 de CONCEPTE pe care le consideri PLĂCUTE. Acestea pot fi substantive sau adjective, dar nu nume proprii! Ca și până acum, te rugăm să le scrii pe toate într-o singură linie și să separi fiecare concept cu o virgulă.","Ultima întrebare! Te rugăm acum să scrii 25 de CONCEPTE pe care le consideri NEPLĂCUTE. Acestea pot fi substantive sau adjective, dar nu nume proprii. Scrie-le toate într-o singură linie și separă fiecare concept cu o virgulă."
"2025/01/20 10:35:40 am EET","mar, banana, pere, caise, struguri, gutuie, cirese, visine, zmeura, ananas, pepene rosu, pepene galben, kiwi, piersica, capsuna, cocos, mango, fructul pasiunii, portocala, grapefruit, mandarina, coacaze, lychee, papaya, rodie","pistol, revolver, mitralieră, cutit, pușcă cu lunetă, shotgun, arbaletă, sabie, cuțit, pumnal, topor, buzdugan, suliță, arc, grenadă, lansator de rachete, tun, muschetă, băț, baston, macetă, katana, chakram, shuriken, floretă","trandafir, lalea, crin, margaretă, ghiocel, zambilă, iris, floare de colț, bujor, garoafă, narcisa, lavandă, floarea-soarelui, orhidee, begonie, panseluță, violete, petunie, dalii, hortensie, camelia, liliac, frezie, iasomie, floare de nu ma uita","chitară, pian, vioară, trompetă, saxofon, tobe, flaut, clarinet, oboi, violoncel, contrabas, harpă, mandolină, acordeon, ukulele, tamburină, maracas, xilofon, orgă, corn francez, tuba, clavecin, banjo, cimpoi, triunghi","furnică, albină, viespe, țânțar, muscă, libelulă, lăcustă, greier, fluture, cărăbuș, molie, păianjen, ploșniță, căpușă, termite, scorpion, călugăriță, buburuză, urechelnță, păduche","iubire, armonie, liniște, libertate, fericire, bunătate, frumusețe, prietenie, pace, creativitate, curaj, spontaneitate, speranță, succes, recunoștință, încredere, echilibru, compasiune, inspirație, sinceritate, confort, sănătate, mulțumire, sperantă, cunoaștere","ură, frică, tristețe, stres, singurătate, anxietate, trădare, dezamăgire, suferință, eșec, durere, furie, invidie, gelozie, nedreptate, nesiguranță, pierdere, haos, sărăcie, boală, izolare, minciună, violență, neîncredere, oboseală, sesiune"
"2025/01/20 11:39:19 am EET","măr, pară, banană, portocală, prună, caisă, piersică, grefă, kiwi, gutuie, mango, nucă de cocos, cireașă, vișină, strugure, lămâie, fructul pasiunii, căpșuni, nectarină, zmeură, afină, pepene galben, pepene roșu, mure, coacăze","sabie, suliță, arc, cuțit, pumnal, topor, buzdugan, lance, muschetă, pistol, pușcă, carabină, tun, mitralieră, grenadă, arbaletă, pumnal, briceag, lamă, baltag, ciomag, macetă, bici, săgeată, bâtă","albăstrea, floarea soarelui, zambilă, ghiocel, lalea, trandafir, margaretă, garofiță, anemonă, bujor, cactus, cicoare, clopoțel, lăcrămioară, crin, crăiță, dalie, frezie, gălbenea, gerberă, gladiolă, hibiscus, iris, lavandă, liliac","acordeon, buhai, chitară, clarinet, clopot, contrabas, flaut, harpă, oboi, organ, pian, pianină, saxofon, tamburină, tobă, trombon, trompetă, tubă, țambal, vioară, violă, violoncel, castaniete, maracas, talangă","allbină, bondar, buburuză, căpușă, cărăbuș, cicadă, călugăriță, fluture, furnică, greier, lăcustă, libelulă, licurici, molie, muscă, păianjen, ploșniță, trântor, țânțar, urechelniță, viespe, scorpion, tăun, păducel, nălbar","floare, câmp, parc, curcubeu, frumos, distractiv, soare, muzică, cântece, concert, film, operă, teatru, restaurant, cafea, ceai, ciocolată, sărbători, cadouri, diplomă, bani, casă, copil, nuntă, bucurie","ploaie, vânt, ură, ceartă, ceață, furtună, vijelie, uragan, cutremur, prostie, datorie, boală, sclavie, muncă, rasism, urât, zgomotos, incendiu, tsunami, grindină, război, bombe, arme, militărie, armament"
"2025/01/20 1:42:44 pm EET","măr, pară, cireașă, vișină, banană, kiwi, zmeură, afine, coacăze, ananas, agude, corcodușe, struguri, fructul pasiunii, avocado, pepene, rodie, portocale, cocos, mandarine, clementine, mango, mure, zarzăre, caise, piersici.","cuțit, pumnal, pistol, sabie, pușcă, topor, briceag, cuțit de vânătoare, spray cu piper, carabină,  grenadă, tun, bombă, tanc, rachete, suliță, buzdugan, praștie, catapultă, mitralieră, ciocan, baionetă, telescopică, torpile, arbaletă, bici, arc, curea.","trandafir, floarea soarelui, lalele, lavanda, crin, bujor, liliac, mimoze, ghiocei, tufănele, lăcrămioară, mușețel, zambilă, crizantemă, mac, margaretă, floare de colț, narcisă, albăstrele, garoafă, frezii, viorea, păpădie, panseluță, orhidee.","violă, vioară, violoncel, contrabas, chitară, saxofon, pian, orgă, flaut, harpă, cimpoi, fluier, clarinet, tobă, caval, cobză, nai, trompetă, mandolină, țambal, acordeon, oboi, bucium, liră, banjo, ukulele.","țânțar, greier, muscă, albină, bondar, viespe, pleoșniță, furnică, urechelniță, gândac, paianjen, fluture, omidă, vierme, purici, păduchi, libelulă, molie, căpușă, călugăriță, râmă, albiniță, buburuză, acarian, bou-de-baltă. ","cafea, muzică, floarea soarelui, barca, fotbalul, baschet, tenis, role, apa, prietenii, facultatea, călătoritul, plimbare, mama, sora, familia, gătitul, mâncara, citit, cărți, filme, seriale, orașul, munții, câmpia. ","mov, pești, moarte, război, abandon, boală, supărare, necaz, stres, oboseală, singurătate, tata, despărțire, tristețe, restanțe, oamenii, înotul, accident, traume, insomie, zgomot, gălăgie, clor, praf, lactoză. "
"2025/01/20 1:47:20 pm EET","mere,pere,banane,zmeura,capsuni,portocale,mandarine,rodie,struguri,clementine,pepene rosu,pepene galben,prune,piersici,caise,afine,mure,mango,kiwi,ananas,cirsese,visine,corcoduse,grapefruit,smochine","pistol,ciocan,baltag,mitraliera,pumnal,sabie,pusca,spada,buzdugan,grenada,bomba,revolver,topor,arbaleta,arc,tun,sulita,lance,carabina,torpila,racheta,maceta,harpon,palos,iatagan","trandafir,bujor,lalea,margareta,gura leului,garoafa,floare de colt, orhidee,craciunita,liliac,crin,iris,mac,narcisa,zambila,crizantema,gladiola,panseluta,magnolie,cicoare,albastrea,violeta,lavanda,petunie","pian,trompeta,vioara,violoncel,tuba,tobe,nai,flaut,fluier,trianglu,orga,pianina,harpa,chitara,clarinet,trombon,xilofon,tamburina,saxofon,acordeon,mandolina,contrabas,țambal,picolo,oboi","carabus,albina,gargarita,furnica,viespe,musca,tantar,fluture,omida,urechelnita,gandac,molie,lacusta,calugarita,paianjen,libelula,buburuza,plosnita,greiere,bondar,capusa,licurici,purice,termita,taun","soare,natura,caldura,plaja,nisip,valuri,liniste,cafea,somn,film,muzica,casti,carti,biblioteca,plimbare,restaurant,spectacol,calatorit,lumina,flori,muzeu,lac,parc,mare,vacanta","frig,mizerie,saracie,prostie,foamete,razboi,jeg,zgomot,urlet,urat,trafic,poluate,ipocrizie,mincinos,examen,aglomerat,intarziere,amenda,incult,radical,piftie,politica,stricat,mucegai,expirat"
"2025/01/20 2:07:23 pm EET","mere, pere, struguri, mure, zmeură, căpșune, caise, piersici, nectarine, portocale, mandarine, clementine, pomelo, kiwi, fructul dragonului, mango, fructul pasiunii, lămâie, lime, prune, gutuie, afine, merișoare, papaya","pistol, mitralieră, cuțit, bombă, grenadă, topor, sabie, drujbă, cui, glonț, rachetă, foarfecă, briceag, bici, curea, ciocan, țepușă, arme nucleare, arc, săgeată, muniție, proiectil, pumnal, spadă, baston","narcisă, crizantemă, mac, trandafir, lalea, frezie, zambilă, ghiocel, bujori, albăstrea, petunie, gura-leului, liliac, margaretă, garoafă, lăcrămioară, violete, nu-ma-uita, orhidee, crin, hortensie, panseluțe, toporași, iris, begonie","acordeon, chitară, violoncel, vioară, pian, xilofon, saxofon, trompetă, trombon, orgă, flașnetă, ukulele, fluier, nai, flaut, tobe, bas, tarabane, harpă, microfon, tamburină, clarinet, maracas, pianină, țambal","fluture, gărgărițe, păianjeni, muște, țânțari, albine, viespi, bondari, căpușe, purice, greiere, lăcustă, libelulă, licurici, furnici, ploșniță, urechelniță, cărăbuș, călugăriță, molie, miriapod, vierme, omidă, râmă, chilopod","soare, vară, plajă, iubire, familie, acasă, căldură, vacanță, somn, pizza, shaorma, paste, briza, fericire, bani, sănătate, îmbrățișare, ciocolată, picnic, plimbare, aniversare, cadou, cocktail, tiramisu, concediu","boală, moarte, accident, cancer, explozie, război, handicap, ceartă, bătaie, sânge, despărțire, psihopat, violator, pedofil, abuz, cutremur, tsunami, inundații, incendii, răpire, dispariție, închisoare, împușcături, prăbușire, apocalipsa"
"2025/01/20 2:27:44 pm EET","măr, pară, piersică, caisă, pepene roșu, cireașă, banană, prună, căpșună, zmeură, portocală, avocado, kiwi, strugure, vișină, mandarină, clementină, gutuie, pepene galben, coacăză, afină, zarzăre, corcodușă, roșie, mango","pistol, pușcă, mitralieră, shotgun, cuțit, rozetă, pumnal, sabie, AK 47, M4, grenadă, topor, revolver, țepușă, arbaletă, arc, briceag, brici, lamă, glonț, bombă, rachetă, baston, ciocan, spray paralizant","floarea-soarelui, viorea, lalea, zambilă, bujor, narcisă, mușcată, gura leului, ghiocel, dumitriță, delie, garoafă, albăstrea, brebenel, crin, trandafir, liliac, bulgăre de zăpadă, clopoțel, regina nopții, petunie, violetă, păpădie, nufăr, lavandă","vioară, chitară acustică, pian, orgă, fluier, flaut, saxofon, xilofon, contrabas, mandolină, tobe, acordeon, țambal, cimpoi, bas, violoncel, harpă, clarinet, violă, muzicuță, trompetă, frunză, pianină, melodica, chitară electrică","buburuză, gândac, muscă, țânțar, molie, fluture, albină, viespe, ploșniță, țânțar, purice, libelulă, bondar, miriapod, păianjen, râmă, călugăriță, furnică, omidă, greier, rădașcă, cărăbuș, vaca-domnului, urechelniță, căpușă","căldură, soare, curcubeu, mare, acasă, râu, pădure, lac, picnic, drumeție, excursie, vacanță, perecere, prăjitură, floare, prietenie, iubire, apartenență, zi de naștere, bere, mâncare, dulciuri, muzică, concert, festival","furie, nervi, ceartă, statul la coadă, așteptarea, întârzierea, veste proastă, examen, despărțire, singurătate, nesiguranță, neîncredere, întuneric, noapte, răutate, nedreptate, sărăcie, luptă, vânt, doctor, spital, dentist, restanță, licență, bătrânețe"
"2025/01/20 2:28:14 pm EET","mar, babana, portocala, ananas, capsune, zmeura, afine, pomelo, mango, para, gutuie, pepene, prune, cirese, caisa, piersica, kiwi, rodie, strugure, visine, mure, strugure, coacaze, mandarina, lamaie","pusca, pistol, cutit, sabie, mitraliera, arc, topor, bomba, racheta, baioneta, grenada, sageata, lance, mina, pumnal, tun, torpila, revolver, sniper","trandafir, bujor, narcisa, lalea, iris, liliac, lacramioara, frezie, camelie, orhidee, crin, lavanda, zambila, margareta, petunie, iasomie, panselute, craciunita, magnolie, garoafa, gladiola, violeta, ghiocel, nufar, dalie","chitara, cobza, vioara, violoncel, muzicuta, trompeta, saxofon, cimpoi, tobe, tambal, clarinet, flaut, orga, pian, acordeon, mandolina, fluier, harpa, clopotel, caval, lira, taragot, nai, tarabana, trombon","musca, tantar, furnica, greier, albina, bondar, viespe, lacusta, paianjen, molii, licurici, gandac, fluture, buburuza, urechelnita, rama, libelula, plosnita, carabus, capusa, omida, purice, vierme","dragoste, fericire, pace, familie, implinire, speranta, bunatate, daruire, prietenie, loialitate, optimism, arta, bucurie, curaj, aventura, vise, implicare, echilibru, intelegere, copilarie, joaca","tristete, minciuna, durere, tradare, abandon, dependenta, frica, ura, indiferenta, furie, dezamagire, singuratate, rusine, nemultumire, bataie, invidie, suferinta, depresie, regret, frustrare, razboi"
"2025/01/20 2:50:11 pm EET","mar, para, portocala, clementina, mandarina, lămâie, kiwi, pepene, ananas, struguri, rodie, cireșe, pruna, zmeura, afine, mure, caisa, nectarina, mango, capsuna, avocado, visine, papaya, gutuie, nuca de cocos","cutit, briceag, pistol, mitraliera, pusca, ciocan, topor, bata, grenada, arc, spray paralizant, bici, sabie, sulita, bomba, drujba, fierastrau, coasa, grebla, sapa, satâr, foarfeca, flex, bormasina","trandafir, garoafa, lalea, orhidee, crin, zambila, crizantema, iasomie, ghiocel, gerbera, hibiscus, panseluța, anemona, margareta, frezie, craciunita, lavanda, magnolie, bujor, liliac, iris, camelie, gladiola, dalie, narcisa","chitara, vioara, violoncel, pian, orga, ukulele, lăută, țambal, tobe, trompeta, oboi, flaut, harpa, acordeon, pianina, xilofon, saxofon, tamburina, clarinet, tarabana, muzicuta, nai, banjo, trombon, violă","gărgărița, musca, țânțar, gândac de bucătărie, plosnita, fluture, vierme, rama, albina, viespe, călugărița, bondar, purice, greiere, păduche, furnica, libelula, licurici,  molie, lăcusta, miriapod, melc, termita, cărăbus, căpușa ","dragoste, răsărit, apus, ciocolata, mâncare, petrecere, vacanta, sănătate, soare, ocean, pădure, munte, animale, curățenie, promovare, curcubeu, aventura, sărbătorile, prieteni, familie, somn, căldură, acasa, sport, călărit","moarte, boala, suferință, animale sălbatice, infractori, vomat, faliment, obezitate, anorexie, minciuna, invidie, înșelăciune, viciu, dizabilități, mizerie, stres, anxietate, nedreptățire, șomaj, pierdere, depresie, 
păduche, plosnite de pat, virusuri, șantaj "
"2025/01/20 3:03:15 pm EET","măr, pară, prună, banană, lămâie, struguri, portocală, gutuie, mandarină, ananas, pepene, avocado, afine, zmeură, mure, piersică, nectarină, kiwi, cireșe, vișine, căpșuni, nuci, mango, rodie, nucă de cocos","Pistol, mitralieră, cuțit, macetă, briceag, sabie, grenadă, săgeată , topor, lamă, buzdugan, rachetă, bombă, spadă, arbaletă, pumnal, brichetă, pușcă, coasă, baros, foc, tun, suliță, katană, lance","lalea, trandafir, lăcrămioare, zambilă, bujori, ghiocel, crizantemă, mac, păpădie, floarea soarelui, mușcată, orhidee, crin, petunie, panseluțe, margaretă, lavandă, magnolie, narcisă, iris, dalia, panseluțe, liliac, gladiola, iasomie","pian, harpă, vioară, violoncel, chitară, flaut, tobe, saxofon, tamburină, trompetă, clarinet, acordeon, oboi, trombon, xilofon, ukulele, contrabas, țambal, fluier, cimpoi, muzicuță,  pianină, chitară electrică, corn, tubă","muscă, fluture, albină, bondar, greier, țânțar, buburuză, licurici, viespe, păianjen, urechelniță, libelulă, călugăriță, cărăbuș , furnică, lăcustă, căpușă, molie, ploșniță, gândac de Colorado, trântor, Vaca Domnului, păianjen roșu, scarabeu, gândac roșu","iubire, prietenie, altruism, încredere, sinceritate,  respect, libertate, curaj, pace, dreptate, fericire, solidaritate, compasiune, creativitate, adevăr, generozitate, înțelepciune, răbdare, demnitate, empatie, liniște, echilibru, diversitate, siguranță, armonie","ură, disperare, minciună, dispreț, pericol, tristețe, frustrare, confuzie, regret, falsitate, nesiguranță, suferință, control, răutate, război, discriminare, conflicte, înfrângere, dușmănie, frică, furie, prejudecată, presiune, păcat, umilință"
"2025/01/20 5:22:38 pm EET","Măr, pară, cireșe, struguri, prune, piersică, caisă, vișine, portocale, clementine, pepene galben, corcodușe, banane, mandarine, pepene roșu, ananas, kiwi, pomelo, gutui, căpșune, mure, zmeură, afine, merișoare ","Pistol, mitralieră, sabie, bâtă, cuțit, puşca de vânătoare, arc,arbaleta,bombe, grenade,mine , torpile,spada, iatagan,pumnal , baioneta, catapulta, sulita, tunul, arme biologice, arme nucleare,rachete, avioane de vanatoare, bombardiere,submarine","Papadie ,trandafir, muscata, crin, galbenele, panselute, muscate, gladiole, narcise, zambile, garoafe, crizanteme , lalele, bujori, regina noptii, craciunita, margareta, ghiocel, iris,orhidee, hortensie,lacrimioare, magnolie, lotus","Flaut, violoncel, vioara, pian, orga, saxofon, contrabas, clapă, tobe, pianina, xilofon, tamburina, chitara acustica, harpa, acordeon, trombon, clarinet, chitara electrica, mandolina, tambal,fluier , oboi,cimpoi, nai, trianglu","Musca, tantar, păianjen, gandac , viespi, albina, fluturi, furnici, vierme de matase, licurici, afide, buburuze, gandac puturos, bondar,calugarita, gargaun, cicada, libelula, carabus, greier, capusa, lacusta, molie, paduchi, pureci","Fericire, satisfacție, placere, bunăstare, bucurie, veselie, succes, noroc, voie buna, sanatate, energie, vitalitate, inteligenta, smerenie, recunoștință, integritate, înțelegere,bogatie, prezența, pricepere, încredere, blândețe, afectivitate, iubire, dăruire ","Boala, tristețe, saracie, frustrare, furie, neputința, handicap, suferință, nenorocire,ghinion,  slabiciune, panică, durere, dor, lipsă, singurătate, neajunsuri, moarte, viol, bataie, înjurături, jigniri, nemulțumiri, nerecunoscători, nebunie, spital, poluare"